"","NSub","model","exp","cond","DurID","Prob","Dur"
"412",7,"model1","exp2","AF","DurProb7","0.971732729313832","1600"
"413",8,"model1","exp2","AF","DurProb7","0.997445755876364","1600"
"414",9,"model1","exp2","AF","DurProb7","0.996062458742597","1600"
"415",10,"model1","exp2","AF","DurProb7","0.790149279725585","1600"
"416",11,"model1","exp2","AF","DurProb7","0.948391550380857","1600"
"417",12,"model1","exp2","AF","DurProb7","0.99280862533133","1600"
"418",13,"model1","exp2","AF","DurProb7","0.859892189119185","1600"
"419",14,"model1","exp2","AF","DurProb7","0.980478948102831","1600"
"420",15,"model1","exp2","AF","DurProb7","0.979853807429337","1600"
"421",1,"model1","exp3","U-shaped","DurProb1","3.01754455366093e-10","400"
"422",2,"model1","exp3","U-shaped","DurProb1","0.000972703560181609","400"
"423",3,"model1","exp3","U-shaped","DurProb1","5.0623938999898e-06","400"
"424",4,"model1","exp3","U-shaped","DurProb1","1.12023435423916e-06","400"
"425",5,"model1","exp3","U-shaped","DurProb1","0.000140450905993626","400"
"426",6,"model1","exp3","U-shaped","DurProb1","1.30151708918759e-07","400"
"427",7,"model1","exp3","U-shaped","DurProb1","3.99054967670339e-07","400"
"428",8,"model1","exp3","U-shaped","DurProb1","3.52507245388526e-07","400"
"429",9,"model1","exp3","U-shaped","DurProb1","0.000498038471882945","400"
"430",10,"model1","exp3","U-shaped","DurProb1","1.44345000949288e-06","400"
"431",11,"model1","exp3","U-shaped","DurProb1","0.0154099662815805","400"
"432",12,"model1","exp3","U-shaped","DurProb1","0.0100288876846374","400"
"433",13,"model1","exp3","U-shaped","DurProb1","4.09861007807156e-05","400"
"434",14,"model1","exp3","U-shaped","DurProb1","0.0613837693607038","400"
"435",15,"model1","exp3","U-shaped","DurProb1","9.75918946114976e-08","400"
"436",1,"model1","exp3","I T-shaped","DurProb1","3.01754455366093e-10","400"
"437",2,"model1","exp3","I T-shaped","DurProb1","0.000972703560181609","400"
"438",3,"model1","exp3","I T-shaped","DurProb1","5.0623938999898e-06","400"
"439",4,"model1","exp3","I T-shaped","DurProb1","1.12023435423916e-06","400"
"440",5,"model1","exp3","I T-shaped","DurProb1","0.000140450905993626","400"
"441",6,"model1","exp3","I T-shaped","DurProb1","1.30151708918759e-07","400"
"442",7,"model1","exp3","I T-shaped","DurProb1","3.99054967670339e-07","400"
"443",8,"model1","exp3","I T-shaped","DurProb1","3.52507245388526e-07","400"
"444",9,"model1","exp3","I T-shaped","DurProb1","0.000498038471882945","400"
"445",10,"model1","exp3","I T-shaped","DurProb1","1.44345000949288e-06","400"
"446",11,"model1","exp3","I T-shaped","DurProb1","0.0154099662815805","400"
"447",12,"model1","exp3","I T-shaped","DurProb1","0.0100288876846374","400"
"448",13,"model1","exp3","I T-shaped","DurProb1","4.09861007807156e-05","400"
"449",14,"model1","exp3","I T-shaped","DurProb1","0.0613837693607038","400"
"450",15,"model1","exp3","I T-shaped","DurProb1","9.75918946114976e-08","400"
"451",1,"model1","exp3","U-shaped","DurProb2","1.17793385505113e-05","550"
"452",2,"model1","exp3","U-shaped","DurProb2","0.040342985838586","550"
"453",3,"model1","exp3","U-shaped","DurProb2","0.00265186110787377","550"
"454",4,"model1","exp3","U-shaped","DurProb2","0.000860254288190147","550"
"455",5,"model1","exp3","U-shaped","DurProb2","0.00974476502717572","550"
"456",6,"model1","exp3","U-shaped","DurProb2","0.000466008353535727","550"
"457",7,"model1","exp3","U-shaped","DurProb2","0.000288763412498549","550"
"458",8,"model1","exp3","U-shaped","DurProb2","0.000535000837289415","550"
"459",9,"model1","exp3","U-shaped","DurProb2","0.0361482346847997","550"
"460",10,"model1","exp3","U-shaped","DurProb2","0.00114012601048499","550"
"461",11,"model1","exp3","U-shaped","DurProb2","0.165317178803601","550"
"462",12,"model1","exp3","U-shaped","DurProb2","0.219826898373975","550"
"463",13,"model1","exp3","U-shaped","DurProb2","0.0229531371795131","550"
"464",14,"model1","exp3","U-shaped","DurProb2","0.344300941419556","550"
"465",15,"model1","exp3","U-shaped","DurProb2","0.000338101854441992","550"
"466",1,"model1","exp3","I T-shaped","DurProb2","1.17793385505113e-05","550"
"467",2,"model1","exp3","I T-shaped","DurProb2","0.040342985838586","550"
"468",3,"model1","exp3","I T-shaped","DurProb2","0.00265186110787377","550"
"469",4,"model1","exp3","I T-shaped","DurProb2","0.000860254288190147","550"
"470",5,"model1","exp3","I T-shaped","DurProb2","0.00974476502717572","550"
"471",6,"model1","exp3","I T-shaped","DurProb2","0.000466008353535727","550"
"472",7,"model1","exp3","I T-shaped","DurProb2","0.000288763412498549","550"
"473",8,"model1","exp3","I T-shaped","DurProb2","0.000535000837289415","550"
"474",9,"model1","exp3","I T-shaped","DurProb2","0.0361482346847997","550"
"475",10,"model1","exp3","I T-shaped","DurProb2","0.00114012601048499","550"
"476",11,"model1","exp3","I T-shaped","DurProb2","0.165317178803601","550"
"477",12,"model1","exp3","I T-shaped","DurProb2","0.219826898373975","550"
"478",13,"model1","exp3","I T-shaped","DurProb2","0.0229531371795131","550"
"479",14,"model1","exp3","I T-shaped","DurProb2","0.344300941419556","550"
"480",15,"model1","exp3","I T-shaped","DurProb2","0.000338101854441992","550"
"481",1,"model1","exp3","U-shaped","DurProb3","0.00492809371800267","700"
"482",2,"model1","exp3","U-shaped","DurProb3","0.265503224934124","700"
"483",3,"model1","exp3","U-shaped","DurProb3","0.0870254014266446","700"
"484",4,"model1","exp3","U-shaped","DurProb3","0.0369501167342314","700"
"485",5,"model1","exp3","U-shaped","DurProb3","0.100374286733166","700"
"486",6,"model1","exp3","U-shaped","DurProb3","0.0476782727583167","700"
"487",7,"model1","exp3","U-shaped","DurProb3","0.0122850293424406","700"
"488",8,"model1","exp3","U-shaped","DurProb3","0.0340029198452871","700"
"489",9,"model1","exp3","U-shaped","DurProb3","0.307006463336848","700"
"490",10,"model1","exp3","U-shaped","DurProb3","0.0491567809962307","700"
"491",11,"model1","exp3","U-shaped","DurProb3","0.45787860265726","700"
"492",12,"model1","exp3","U-shaped","DurProb3","0.65331160443467","700"
"493",13,"model1","exp3","U-shaped","DurProb3","0.469575716339742","700"
"494",14,"model1","exp3","U-shaped","DurProb3","0.633240270679534","700"
"495",15,"model1","exp3","U-shaped","DurProb3","0.0344126230166481","700"
"496",1,"model1","exp3","I T-shaped","DurProb3","0.00492809371800267","700"
"497",2,"model1","exp3","I T-shaped","DurProb3","0.265503224934124","700"
"498",3,"model1","exp3","I T-shaped","DurProb3","0.0870254014266446","700"
"499",4,"model1","exp3","I T-shaped","DurProb3","0.0369501167342314","700"
"500",5,"model1","exp3","I T-shaped","DurProb3","0.100374286733166","700"
"501",6,"model1","exp3","I T-shaped","DurProb3","0.0476782727583167","700"
"502",7,"model1","exp3","I T-shaped","DurProb3","0.0122850293424406","700"
"503",8,"model1","exp3","I T-shaped","DurProb3","0.0340029198452871","700"
"504",9,"model1","exp3","I T-shaped","DurProb3","0.307006463336848","700"
"505",10,"model1","exp3","I T-shaped","DurProb3","0.0491567809962307","700"
"506",11,"model1","exp3","I T-shaped","DurProb3","0.45787860265726","700"
"507",12,"model1","exp3","I T-shaped","DurProb3","0.65331160443467","700"
"508",13,"model1","exp3","I T-shaped","DurProb3","0.469575716339742","700"
"509",14,"model1","exp3","I T-shaped","DurProb3","0.633240270679534","700"
"510",15,"model1","exp3","I T-shaped","DurProb3","0.0344126230166481","700"
"511",1,"model1","exp3","U-shaped","DurProb4","0.198007648872036","850"
"512",2,"model1","exp3","U-shaped","DurProb4","0.592582828014277","850"
"513",3,"model1","exp3","U-shaped","DurProb4","0.491383144949779","850"
"514",4,"model1","exp3","U-shaped","DurProb4","0.309228599177363","850"
"515",5,"model1","exp3","U-shaped","DurProb4","0.34934705489127","850"
"516",6,"model1","exp3","U-shaped","DurProb4","0.507871262142372","850"
"517",7,"model1","exp3","U-shaped","DurProb4","0.12429315893489","850"
"518",8,"model1","exp3","U-shaped","DurProb4","0.345669172294635","850"
"519",9,"model1","exp3","U-shaped","DurProb4","0.686442195389623","850"
"520",10,"model1","exp3","U-shaped","DurProb4","0.378714605107388","850"
"521",11,"model1","exp3","U-shaped","DurProb4","0.683422145779272","850"
"522",12,"model1","exp3","U-shaped","DurProb4","0.865673660973392","850"
"523",13,"model1","exp3","U-shaped","DurProb4","0.90260227322855","850"
"524",14,"model1","exp3","U-shaped","DurProb4","0.788574757091472","850"
"525",15,"model1","exp3","U-shaped","DurProb4","0.420522492036077","850"
"526",1,"model1","exp3","I T-shaped","DurProb4","0.198007648872036","850"
"527",2,"model1","exp3","I T-shaped","DurProb4","0.592582828014277","850"
"528",3,"model1","exp3","I T-shaped","DurProb4","0.491383144949779","850"
"529",4,"model1","exp3","I T-shaped","DurProb4","0.309228599177363","850"
"530",5,"model1","exp3","I T-shaped","DurProb4","0.34934705489127","850"
"531",6,"model1","exp3","I T-shaped","DurProb4","0.507871262142372","850"
"532",7,"model1","exp3","I T-shaped","DurProb4","0.12429315893489","850"
"533",8,"model1","exp3","I T-shaped","DurProb4","0.345669172294635","850"
"534",9,"model1","exp3","I T-shaped","DurProb4","0.686442195389623","850"
"535",10,"model1","exp3","I T-shaped","DurProb4","0.378714605107388","850"
"536",11,"model1","exp3","I T-shaped","DurProb4","0.683422145779272","850"
"537",12,"model1","exp3","I T-shaped","DurProb4","0.865673660973392","850"
"538",13,"model1","exp3","I T-shaped","DurProb4","0.90260227322855","850"
"539",14,"model1","exp3","I T-shaped","DurProb4","0.788574757091472","850"
"540",15,"model1","exp3","I T-shaped","DurProb4","0.420522492036077","850"
"541",1,"model1","exp3","U-shaped","DurProb5","0.792087596627578","1000"
"542",2,"model1","exp3","U-shaped","DurProb5","0.7939989936189","1000"
"543",3,"model1","exp3","U-shaped","DurProb5","0.830159091445737","1000"
"544",4,"model1","exp3","U-shaped","DurProb5","0.714234061435011","1000"
"545",5,"model1","exp3","U-shaped","DurProb5","0.617252578096874","1000"
"546",6,"model1","exp3","U-shaped","DurProb5","0.89563400938746","1000"
"547",7,"model1","exp3","U-shaped","DurProb5","0.438278561682554","1000"
"548",8,"model1","exp3","U-shaped","DurProb5","0.7786605226418","1000"
"549",9,"model1","exp3","U-shaped","DurProb5","0.870108836432991","1000"
"550",10,"model1","exp3","U-shaped","DurProb5","0.774189595180219","1000"
"551",11,"model1","exp3","U-shaped","DurProb5","0.806346666759795","1000"
"552",12,"model1","exp3","U-shaped","DurProb5","0.938425831226856","1000"
"553",13,"model1","exp3","U-shaped","DurProb5","0.979573974203948","1000"
"554",14,"model1","exp3","U-shaped","DurProb5","0.864772119387067","1000"
"555",15,"model1","exp3","U-shaped","DurProb5","0.856798508221517","1000"
"556",1,"model1","exp3","I T-shaped","DurProb5","0.792087596627578","1000"
"557",2,"model1","exp3","I T-shaped","DurProb5","0.7939989936189","1000"
"558",3,"model1","exp3","I T-shaped","DurProb5","0.830159091445737","1000"
"559",4,"model1","exp3","I T-shaped","DurProb5","0.714234061435011","1000"
"560",5,"model1","exp3","I T-shaped","DurProb5","0.617252578096874","1000"
"561",6,"model1","exp3","I T-shaped","DurProb5","0.89563400938746","1000"
"562",7,"model1","exp3","I T-shaped","DurProb5","0.438278561682554","1000"
"563",8,"model1","exp3","I T-shaped","DurProb5","0.7786605226418","1000"
"564",9,"model1","exp3","I T-shaped","DurProb5","0.870108836432991","1000"
"565",10,"model1","exp3","I T-shaped","DurProb5","0.774189595180219","1000"
"566",11,"model1","exp3","I T-shaped","DurProb5","0.806346666759795","1000"
"567",12,"model1","exp3","I T-shaped","DurProb5","0.938425831226856","1000"
"568",13,"model1","exp3","I T-shaped","DurProb5","0.979573974203948","1000"
"569",14,"model1","exp3","I T-shaped","DurProb5","0.864772119387067","1000"
"570",15,"model1","exp3","I T-shaped","DurProb5","0.856798508221517","1000"
"571",1,"model1","exp3","U-shaped","DurProb6","0.966433165146274","1150"
"572",2,"model1","exp3","U-shaped","DurProb6","0.887905129131853","1150"
"573",3,"model1","exp3","U-shaped","DurProb6","0.941862734662129","1150"
"574",4,"model1","exp3","U-shaped","DurProb6","0.899091339952094","1150"
"575",5,"model1","exp3","U-shaped","DurProb6","0.784284032999957","1150"
"576",6,"model1","exp3","U-shaped","DurProb6","0.976228516175757","1150"
"577",7,"model1","exp3","U-shaped","DurProb6","0.733314009182912","1150"
"578",8,"model1","exp3","U-shaped","DurProb6","0.934580360072245","1150"
"579",9,"model1","exp3","U-shaped","DurProb6","0.938690580116414","1150"
"580",10,"model1","exp3","U-shaped","DurProb6","0.924749091224417","1150"
"581",11,"model1","exp3","U-shaped","DurProb6","0.871241355221722","1150"
"582",12,"model1","exp3","U-shaped","DurProb6","0.966435637955336","1150"
"583",13,"model1","exp3","U-shaped","DurProb6","0.993851085141117","1150"
"584",14,"model1","exp3","U-shaped","DurProb6","0.904995528985414","1150"
"585",15,"model1","exp3","U-shaped","DurProb6","0.966045978888207","1150"
"586",1,"model1","exp3","I T-shaped","DurProb6","0.966433165146274","1150"
"587",2,"model1","exp3","I T-shaped","DurProb6","0.887905129131853","1150"
"588",3,"model1","exp3","I T-shaped","DurProb6","0.941862734662129","1150"
"589",4,"model1","exp3","I T-shaped","DurProb6","0.899091339952094","1150"
"590",5,"model1","exp3","I T-shaped","DurProb6","0.784284032999957","1150"
"591",6,"model1","exp3","I T-shaped","DurProb6","0.976228516175757","1150"
"592",7,"model1","exp3","I T-shaped","DurProb6","0.733314009182912","1150"
"593",8,"model1","exp3","I T-shaped","DurProb6","0.934580360072245","1150"
"594",9,"model1","exp3","I T-shaped","DurProb6","0.938690580116414","1150"
"595",10,"model1","exp3","I T-shaped","DurProb6","0.924749091224417","1150"
"596",11,"model1","exp3","I T-shaped","DurProb6","0.871241355221722","1150"
"597",12,"model1","exp3","I T-shaped","DurProb6","0.966435637955336","1150"
"598",13,"model1","exp3","I T-shaped","DurProb6","0.993851085141117","1150"
"599",14,"model1","exp3","I T-shaped","DurProb6","0.904995528985414","1150"
"600",15,"model1","exp3","I T-shaped","DurProb6","0.966045978888207","1150"
"601",1,"model1","exp3","U-shaped","DurProb7","0.992723896400922","1300"
"602",2,"model1","exp3","U-shaped","DurProb7","0.932365723386754","1300"
"603",3,"model1","exp3","U-shaped","DurProb7","0.976033034642551","1300"
"604",4,"model1","exp3","U-shaped","DurProb7","0.959494240356704","1300"
"605",5,"model1","exp3","U-shaped","DurProb7","0.871705218024782","1300"
"606",6,"model1","exp3","U-shaped","DurProb7","0.992750190238949","1300"
"607",7,"model1","exp3","U-shaped","DurProb7","0.878730861639593","1300"
"608",8,"model1","exp3","U-shaped","DurProb7","0.976735180051092","1300"
"609",9,"model1","exp3","U-shaped","DurProb7","0.966573954203162","1300"
"610",10,"model1","exp3","U-shaped","DurProb7","0.970421248516276","1300"
"611",11,"model1","exp3","U-shaped","DurProb7","0.907666331633415","1300"
"612",12,"model1","exp3","U-shaped","DurProb7","0.979153974516986","1300"
"613",13,"model1","exp3","U-shaped","DurProb7","0.997576050421443","1300"
"614",14,"model1","exp3","U-shaped","DurProb7","0.928278789118403","1300"
"615",15,"model1","exp3","U-shaped","DurProb7","0.989518745380992","1300"
"616",1,"model1","exp3","I T-shaped","DurProb7","0.992723896400922","1300"
"617",2,"model1","exp3","I T-shaped","DurProb7","0.932365723386754","1300"
"618",3,"model1","exp3","I T-shaped","DurProb7","0.976033034642551","1300"
"619",4,"model1","exp3","I T-shaped","DurProb7","0.959494240356704","1300"
"620",5,"model1","exp3","I T-shaped","DurProb7","0.871705218024782","1300"
"621",6,"model1","exp3","I T-shaped","DurProb7","0.992750190238949","1300"
"622",7,"model1","exp3","I T-shaped","DurProb7","0.878730861639593","1300"
"623",8,"model1","exp3","I T-shaped","DurProb7","0.976735180051092","1300"
"624",9,"model1","exp3","I T-shaped","DurProb7","0.966573954203162","1300"
"625",10,"model1","exp3","I T-shaped","DurProb7","0.970421248516276","1300"
"626",11,"model1","exp3","I T-shaped","DurProb7","0.907666331633415","1300"
"627",12,"model1","exp3","I T-shaped","DurProb7","0.979153974516986","1300"
"628",13,"model1","exp3","I T-shaped","DurProb7","0.997576050421443","1300"
"629",14,"model1","exp3","I T-shaped","DurProb7","0.928278789118403","1300"
"630",15,"model1","exp3","I T-shaped","DurProb7","0.989518745380992","1300"
"631",1,"model1","exp3","U-shaped","DurProb8","0.997870538248811","1450"
"632",2,"model1","exp3","U-shaped","DurProb8","0.955343097493958","1450"
"633",3,"model1","exp3","U-shaped","DurProb8","0.988317093752795","1450"
"634",4,"model1","exp3","U-shaped","DurProb8","0.980931284270712","1450"
"635",5,"model1","exp3","U-shaped","DurProb8","0.917742165950096","1450"
"636",6,"model1","exp3","U-shaped","DurProb8","0.997198048991746","1450"
"637",7,"model1","exp3","U-shaped","DurProb8","0.939854313952408","1450"
"638",8,"model1","exp3","U-shaped","DurProb8","0.989971421803726","1450"
"639",9,"model1","exp3","U-shaped","DurProb8","0.9795424404588","1450"
"640",10,"model1","exp3","U-shaped","DurProb8","0.986204011277768","1450"
"641",11,"model1","exp3","U-shaped","DurProb8","0.929673391722775","1450"
"642",12,"model1","exp3","U-shaped","DurProb8","0.985764114908494","1450"
"643",13,"model1","exp3","U-shaped","DurProb8","0.998843476036904","1450"
"644",14,"model1","exp3","U-shaped","DurProb8","0.942873452025618","1450"
"645",15,"model1","exp3","U-shaped","DurProb8","0.995925398332093","1450"
"646",1,"model1","exp3","I T-shaped","DurProb8","0.997870538248811","1450"
